BĐS,Loại BĐS,Tỉnh/Thành phố,Quận/Huyện,Diện tích(m2),Phòng ngủ,Nhà vệ sinh,Giá (tỷ đồng),Triệu/m2,Thời gian(năm)
"Bán nhà đường Hoàng Văn Thụ P4, Tân Bình DT: 9x25m (230m2) CTXD 7 tầng HĐT: 90 triệu. Giá: 28 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,230.0,1.0,1.0,28.0,121.7,2025
"HXH 7m Nguyễn Trọng Tuyển - Phường 10 - Phú Nhuận. DT: 76,4m2(4x19m) 5 tầng+8PN. 14,tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,76.0,8.0,8.0,14.0,184.2,2025
"Nhà ngộp giá rẻ Đường Võ Oanh, Phường 25, Bình Thạnh, 9m x 21m (165m2) giá 15 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,165.0,3.0,3.0,15.0,90.9,2025
"800 triệu còn 2,7 tỷ - nhà nguyên căn Quận 12",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,81.6,3.0,1.0,2.7,33.1,2025
Nhà chính chủ quận 7. HH 100tr gửi ACE,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,60.0,3.0,4.0,6.2,103.3,2025
"Cực phẩm siêu xinh 54m2, 3PN, 3WC đường Lê Thị Bạch Cát, phường 11, Quận 11 giá tốt 2,39 tỷ, SHR",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 11,54.0,3.0,3.0,2.4,44.3,2025
"Gấp bán nhà hẻm xe hơi đường Thành Thái, Q10 - DT công nhận 122m2 (6.2 x 23) không quy hoạch",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,122.0,4.0,5.0,17.5,143.4,2025
"Bán nhà cũ lâu đời 158m2, HXH Nguyễn Thị Thập, Q7 - 5.3 x 30 - giá chỉ 100tr/m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,158.0,3.0,2.0,15.9,100.6,2025
"Bán đất tặng nhà, hẻm xe hơi, đường số 10, Tân Quy Q7 - 4.5 x 16m. Giá chỉ 8 tỷ nhỉnh",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,72.0,2.0,2.0,8.7,120.1,2025
"Bán nhà MTKD HXH Lê Văn Lương, Tân Kiểng, Q7 - sát Lotte Mart - 4x16m. Giá chỉ 9 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,64.0,3.0,3.0,9.0,140.6,2025
"Hàng ngộp bán gấp nhà 52m2, giá 2.5 tỷ Lê Lai, Phường 3, Gò Vấp đang cho thuê 14tr/tháng",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,52.0,5.0,6.0,2.5,48.1,2025
"Q7 Mặt tiền xe hơi né nhau cách HTP 50 mét đường thông 4 tầng 4,2x15 Giá 10tỷ hơn",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,63.0,4.0,3.0,10.8,171.4,2025
"Mặt đường 12m khu Hoàng Quốc Việt Quận 7, DT 5x16m, xây 4 tầng 5pn giá chỉ 17tỷ500tr",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,80.0,5.0,6.0,17.5,218.8,2025
"Bán gấp nhà riêng tại Nguyễn Kiệm, Gò Vấp, 11,5 tỷ TL, 75m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,75.0,2.0,2.0,11.5,153.3,2025
Cách HXH 1 Căn 178/ Phan Đăng Lưu P4 Phú Nhuận 30m2 4 Tầng Hoa Hồng 60Triệu,Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,30.0,3.0,3.0,6.0,198.3,2025
Nhà 5 tầng Bình Thới 40m2 (4x10)m đường nhựa - gần Lê Đại Hành - giáp quận 10,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 11,40.0,3.0,4.0,7.5,187.5,2025
"Bán gấp nhà tại đường 872 Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh, 7,6 tỷ, 62m2 có thương lượng",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,62.0,4.0,6.0,7.6,122.6,2025
"Bán nhà 8x10,5m, MT kinh doanh 12m, giáp Aeon Tân Phú, ngay trung tâm",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,82.0,4.0,4.0,6.2,75.6,2025
"Nhà Huỳnh Tấn Phát kế Phú Mỹ Hưng Quận 7, hỗ trợ vay ngân hàng 2 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,60.0,8.0,4.0,3.8,63.0,2025
"Nhà mặt tiền CV Dạ Nam. (3,8x19m7) Phạm Thế Hiển, Quận 8, giảm nhanh 1 tỷ để bán gấp",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 8,75.0,3.0,2.0,6.2,82.7,2025
"Biệt thư sân vườn nghỉ dưỡng Hóc Môn, hồ bơi, DT 35mx25m, đường 10m, diện tích 875m2, 5PN 6WC",Nhà Đất Thổ Cư,Hồ Chí Minh,Hóc Môn,875.0,5.0,6.0,23.9,27.3,2025
"Bán nhà hẻm khu vip Bàu Bàng, P13, TB DT: 5,4x27m NH 7m nhà trệt 3 lầu ST, nhà có 11 phòng",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,165.0,9.0,11.0,21.9,132.7,2025
"Bán nhà phố đẹp - trung tâm Hóc Môn - đường xe hơi đậu cửa - sổ riêng - giá tốt chỉ 4,65 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Hóc Môn,81.8,2.0,2.0,4.7,56.9,2025
Bán nhà mới 2 lầu giáp ranh gò vấp mua bán công chứng vi bằng,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,30.0,3.0,3.0,1.2,41.7,2025
"CHDV cao cấp ngay Nguyễn Gia Trí, cạnh Hutech, 5 tấm mới xây + thang máy 11 phòng, 13,6 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,72.0,11.0,11.0,13.6,188.9,2025
"Cần bán nhà chính chủ Nguyễn Tư Giản, hẻm xung kinh doanh nhộn nhịp, nhà mới xây giá rẻ",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,41.3,4.0,3.0,5.0,119.8,2025
"Bán nhà 2 sẹc đường Chế Lan Viên, giá 13,8 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,127.8,3.0,3.0,13.8,108.0,2025
"HÀNG HIẾM !!! NHÀ C4 DT 5MX11,5M, SỔ 58M2, TÂY NAM, HẺM 8M THÔNG PHẠM VĂN BẠCH, GIÁ 6,45 TỶ BỚT NHẸ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,58.0,1.0,1.0,6.5,111.2,2025
"Nhà phố liền kề 4,5 tỷ, 55m2, 4PN, 3WC, bán gấp tại Ngô Chí Quốc, Bình Chiểu, Thủ Đức, HCM",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,55.0,4.0,3.0,4.5,81.8,2025
"Nhà HXH 6m, DT: 4.5x15m, 585 Sư Vạn Hạnh, P13, Quận 10, trệt 3L, 10PN. Giá : 15.9 tỷ TL chính chủ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,67.0,10.0,10.0,15.9,237.3,2025
"Bán gấp căn góc 2 mặt tiền đường Hoàng Hoa Thám Quận Bình Thạnh DT 10x25m, CN 250m2 giá chỉ 34 Tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,250.0,4.0,4.0,34.0,136.0,2025
"Siêu hot, biệt thự Khu Compound Nguyễn Trọng Tuyển, ngay Nguyễn Văn Trỗi KC 4 tầng giá chỉ 25.5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,100.0,7.0,6.0,25.5,255.0,2025
Bán nhà mới hẻm xe hơi 6m thông giá nhỉnh 5.7 tỷ Quang Trung Gò Vấp,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,33.0,4.0,3.0,5.7,172.7,2025
Bình Tân - bán gấp nhà 83m2 ngay chợ Gò Xoài đường 10m kinh doanh sầm uất - nhỉnh 5 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,83.0,2.0,2.0,5.7,68.7,2025
"Bán nhà đường Trần Văn Dư - đã thông ra đường Trần Quốc Hoàn nhà ga T3, phù hợp kinh doanh, SHR",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,190.0,20.0,19.0,36.0,189.5,2025
"Nhà đẹp sạch sẽ 1Trệt 3Lầu,Hẻm oto đậu ngay nhà, gồm 4PN, 5WC, khu an ninh, dân trí cao, giá 8 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,67.0,4.0,5.0,8.0,119.4,2025
"Bán nhà Quận Bình Thạnh Phường 22,kế bên Quận 1,dt 5.75 x 11m giá chỉ 5,5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,55.0,1.0,1.0,5.5,100.0,2025
"Bán nhà HXH, Phường Linh Chiểu, Tp Thủ Đức, ngay Vincom - Võ Văn Ngân - 76m2 - Giá 5,68 tỷ TL)",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,76.0,3.0,3.0,5.7,74.7,2025
"Bán gấp nhà đẹp 2 tầng 5x9m,full nội thất, 4.39 tỷ hẻm xe hơi 1886 thông 1942 Huỳnh Tấn Phát sát Q7",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,45.0,1.0,1.0,4.4,97.6,2025
"Nhà mặt tiền đường nhựa 10m Tỉnh Lộ 10 đúc 5 tấm, có thang máy 4x20m full nội thất giáp KDC Tên Lửa",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,80.0,5.0,6.0,8.2,102.5,2025
Chỉ 6 tỷ nhỉnh - nhà 2 mặt tiền ô tô - 2 tấm - 64m2 - 4x16m - 803 Huỳnh Tấn Phát Q7,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,64.0,3.0,2.0,6.6,103.1,2025
Nhà đẹp 6 tầng có thang máy trung tâm đường số quận 7 mặt đường 14m giă chỉ 17tỷ500tr,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,70.0,6.0,7.0,17.5,250.0,2025
"Hẻm ô tô quay đầu, 103,6m2, sổ vuông A4, gần Hàng Xanh, an ninh, dân trí cao",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,103.6,3.0,1.0,11.1,107.1,2025
"Cần bán gấp! Nhà cực đẹp, HXH 6m Nguyễn Hồng Đào 5 Tầng, DT: 4 x 17m, nở hậu 4.5m - 10.9 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,70.0,4.0,4.0,10.9,155.7,2025
Bán nhà chính chủ 36 đường số 9 - Trần Não - Q2 - 4.2x20m - 4 tầng - 13 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 2,84.0,1.0,1.0,13.0,154.8,2025
"Tôi (Chính chủ) cần bán nhà cấp 4 có 2PN, DT đất 74.3m2 tại 14/4 Bình Đức P15 Q8 HCM",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 8,74.3,2.0,2.0,4.0,53.8,2025
"Chỉ 8,1 Tỷ - 89m2, Ngang 4,2m, 4 Tầng, Hẻm 3m, Phạm Văn Đồng, gần Sân Bay.",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,89.1,2.0,3.0,8.1,90.9,2025
"Bán nhà hẻm 48 Nguyễn Thanh Tuyền, DT 7.7 x 5.1m, 1 lầu, giá 4,1 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,35.0,2.0,2.0,4.1,117.1,2025
HẺM XE HƠI ĐẬU TRONG NHÀ - TRUNG TÂM BÌNH THẠNH- NGAY CHỢ CÂY QUÉO - 110m2 - 4 TẦNG - NHỈNH 14 TỶ,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,110.0,11.0,11.0,14.0,127.3,2025
"Nhà mới xây 100% có gara hẻm xe hơi rộng pháp lý rõ ràng, Gò Vấp",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,50.0,4.0,5.0,9.3,185.8,2025
"Bán nhà riêng chính chủ, gần trung tâm TP.Thủ Đức, căn góc, có hồ bơi, phù hợp để ở & làm văn phòng",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 2,106.0,5.0,5.0,9.9,93.4,2025
BÁN TÒA NHÀ DỊCH VỤ 55 PHÒNG FULL DÒNG TIỀN 180 TRIỆU/THÁNG BÌNH TÂN,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,300.0,55.0,55.0,23.8,79.3,2025
"Bán nhà riêng căn góc 61.9 m2 Chính chủ Đường 11, BV Lê Văn Thịnh, Cát Lái",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,61.9,2.0,2.0,7.2,116.3,2025
"Siêu hot! Chính chủ cần bán gấp nhà riêng 60m², giá chỉ 3.6 tỷ TL, Nguyễn Văn Quá, Q.12",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,60.0,1.0,1.0,3.6,60.0,2025
"Bán nhà riêng tại Cống Quỳnh, Quận 1, HCM, 11 tỷ, 123 m2, hẻm xe hơi",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 1,30.0,2.0,2.0,11.0,366.7,2025
"Góc 2 mặt tiền đường Nguyễn Gia Trí, 9m x 30m, trệt + lầu, giá bán 24 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,285.0,8.0,8.0,24.0,84.2,2025
"Bán nhà HXH yên tĩnh 7m Nguyễn Bặc, gần chợ PVH, 4 tầng, giá 7,7 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,35.2,4.0,3.0,7.7,218.8,2025
"Chính chủ cần bán căn nhà tâm huyết, giá chỉ 3,25 tỷ/100.8m2, nhà mới đẹp y hình. LH: 0903 316 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Củ Chi,100.8,3.0,3.0,3.2,32.2,2025
"Nhà hẻm KD 8m, DT: 60m2 (4m x 15m) Huỳnh Văn Bánh, Q.PN, Giá bán: 14,5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,60.0,4.0,5.0,14.5,241.7,2025
Ngân hàng VIB cần thanh lý căn nhà hẻm ô tô tránh nhau đường Tân Chánh Hiệp 10 giá tốt,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,135.3,2.0,2.0,6.3,46.9,2025
"Bán nhà 2MT hẻm xe hơi 5 tầng, 5PN, 6WC, Lê Đức Thọ, Gò Vấp, 80m2, 9.9 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,80.0,5.0,6.0,9.9,123.8,2025
"Nhà Quận 12 ngang 3,5m dài 10m đường Hiệp Thành 43 sau lưng Hiệp Thành City",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,35.0,3.0,3.0,2.0,56.6,2025
BÁN NHÀ ĐƯỜNG NGUYỄN THỊ GẠCH SÁT TRƯỜNG HỌC PHAN BỘI CHÂU,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,140.0,3.0,3.0,7.8,55.7,2025
Ngộp bán nhanh nhà C4 76m2 - lô góc 3 mặt tiền ngang hiếm 11m - hẻm xe hơi P. 25 - chỉ 105tr/m2,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,76.0,3.0,2.0,8.0,105.1,2025
"Khu Cán Bộ Q7, 98m2 ngang gần 6m hơn 5tỷ, hàng siêu hiếm - hiếu thuận cha mẹ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,98.0,1.0,1.0,5.8,59.7,2025
Bán nhà cấp 4 - 2MT hẻm xe hơi 7 Chỗ - Huỳnh Tấn Phát Q7 - khu phân lô 4x16m - giá chỉ 6 tỷ nhỉnh,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,64.0,2.0,2.0,6.8,106.2,2025
"Bán nhà Kiều Đàm, HimLam, Tân Hưng, Q7, 252m2, 9m x 28m, 3 lầu, chỉ 21.5 tỷ!",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,252.0,4.0,5.0,21.5,85.3,2025
Nhà phố 4 tầng mặt tiền hẻm oto kinh doanh 5m Huỳnh Tấn Phát Quận 7,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,46.8,5.0,4.0,5.8,123.9,2025
Siêu phẩm nhà đẹp 3 tầng diện tích 42m2 giá 2tỷ350 triệu đường Yên Thế Phường 2 Tân Bình. Sổ sẵn,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,42.0,4.0,4.0,2.4,56.0,2025
"Chỉ 2 tỷ 280 triệu nhà đẹp Phạm Thế Hiển, Phường 5, Quận 8 sổ hồng riêng",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 8,30.0,1.0,1.0,2.3,76.0,2025
"Bán nhà hẻm thông 7m, 118/90/ Phan Huy Ích, P15, Tân Bình. Giá bán: 5,9 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,46.0,2.0,2.0,5.9,128.3,2025
"Bán Nhà HXH đường Vườn Lài Q.Tân Phú, DT : 5m x 25m , H+6 L, HĐT : 100tr/tháng,Giá: 17,3 tỷ bớt lộc",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,125.0,1.0,1.0,17.3,138.4,2025
Bán nhà đẹp nhất khu vực Tân Bình - Gò Vấp - nhà góc 2 mặt tiền - hẻm xe tải,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,68.0,5.0,4.0,6.6,97.1,2025
Siêu phẩm giả biệt thự giá rẻ diện tích khủng chỉ có tại Tân Bình & Gò Vấp! 6 x 25m giá 8.2 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,129.0,6.0,5.0,8.2,63.6,2025
"Chính chủ cần bán nhà Thảo Điền, nhà mới đẹp, khu an ninh , GIÁ 3TỶ200TR",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 2,48.0,4.0,4.0,3.2,66.7,2025
Bán nhà Bình Thạnh ngay Quận 1 diện tích 96m2 giá 11 tỷ 200 triệu,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,96.0,1.0,1.0,11.2,116.7,2025
"Bán nhà 3 mặt tiền, Liên Phường, 83.3m2, 3 tầng, gần Global City Q.9",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,83.3,5.0,3.0,8.3,99.6,2025
"Nhà phố 3 lầu (DTKV: 4m x 15,5m=62m2) hẻm nhựa 8m khu kinh doanh sầm uất và người nước ở Lê Văn Sỹ",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,62.0,4.0,4.0,13.9,225.0,2025
"Nhà 3 lầu, full n.thất (DTKV: 4,1m nở hậu 4,95mx11,75m) Hẻm Xe Hơi 6M khu k.doanh sầm uất Lê Văn Sỹ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 3,48.0,4.0,5.0,12.2,254.2,2025
"Nhà phố 3 lầu 5 phòng full nội thất cao cấp hẻm nhựa 6m, xe hơi vào tận nhà khu VIP Phan Xích Long",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,39.0,5.0,4.0,8.0,203.8,2025
"Nhà hẻm xe hơi 4PN đường Hoàng Hoa Thám 92,4m2 giá chỉ 8,5 tỷ. LH: 0906 826 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,92.4,4.0,3.0,8.5,92.0,2025
Nhà 3 tầng siêu đẹp chủ xây tâm huyết Đ. Đại Lộ III P. Phước Bình gần Đỗ Xuân Hợp 82m2 giá tốt,Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,81.5,3.0,4.0,11.9,146.0,2025
"Hàng hiếm, bán nhà riêng 65m2, 5PN, 3WC tại Đường 6, Long Bình, Q9, HCM, giá 5,19 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,65.0,5.0,3.0,5.2,79.8,2025
Chính chủ bán 2 căn liền kề tại Võ Duy Ninh. Tương lai mở đường lớn vị trí đắc điạ,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,111.0,11.0,1.0,13.3,119.8,2025
"Nhà 77m2 cách MT 20m đường Lê Văn Lương, Nhà Bè giá 2.85tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,77.0,2.0,1.0,2.9,37.0,2025
"HXH 4.15x16m, 5 tầng xây mới, tặng nội thất - nhỉnh 7 tỷ - Emart 2 Gò Vấp",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,66.0,3.0,1.0,7.7,116.7,2025
"Hẻm Xe Hơi 5m Đường Ngô Quyền Quận 10, ngang 3,5x14m 3 lau giá 9,5tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,49.0,1.0,1.0,9.5,193.9,2025
"Hiếm: Nguyễn Văn Cừ (Q5 - giáp Quận 1), mặt tiền nhà rộng 8m nở hậu hơn 9m. Oto đậu tại nhà 2 chiếc",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 5,64.3,4.0,2.0,10.5,163.4,2025
"Bán nhà Lê Văn Sỹ, P1, Tân Bình. DT 47m2. Giá 8 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,47.0,3.0,3.0,8.0,170.2,2025
Bán nhà cấp 4 Quốc Lộ 13 Thủ Đức,Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,52.8,1.0,1.0,6.5,123.1,2025
"Bán nhà 1085/5 Trần Hưng Đạo, 2MT HXH 5m | 4,2 x 17m 4 tầng 5PN, gần Nguyễn Tri Phương, chỉ 10.5tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 5,70.0,5.0,5.0,10.5,150.0,2025
Bán nhà hẻm 5m gần Đại học Thực Phẩm Q. Tân Phú 4x15m 1trệt 2lầu ST giá 7 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,60.0,5.0,5.0,7.0,116.7,2025
"Bán nhà riêng tại Lê Văn Khương, 1,070 tỷ, 2PN, 1WC, Q12, HCM - hàng hiếm đẹp",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,28.0,2.0,1.0,1.1,38.2,2025
Bán CHDV 11 phòng - 5 tầng - dòng tiền 500 triệu - khách ổn định,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,72.0,11.0,11.0,10.2,141.7,2025
"Bán nhà Thoại Ngọc Hầu Tân Phú, hẻm nhựa 1 xẹc 10m, 4x16.6m, 3 tầng 3PN sân thượng, chỉ 7 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,66.0,3.0,3.0,7.0,106.1,2025
Nhà mới 100% - Phan Đình Phùng - DT 25m2 - 1 trệt 1 lầu 2PN - giá 4.59 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,25.0,2.0,2.0,4.6,183.6,2025
Khu vip P. 3 - Tân Bình - hẻm 4m - 1 trệt 1 lầu - 2PN - DT 31m2 - giá 4.7 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,31.0,2.0,2.0,4.7,151.6,2025
"Bán nhà 6 tầng ngang 7.5x10m, cách hẻm xe tải 10m",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,75.0,12.0,8.0,14.0,186.7,2025
"Bán nhà hẻm 12m (1 sẹc) trải nhựa đường Tây Thạnh, giá 26,8 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,278.6,2.0,1.0,26.8,96.2,2025
"Bán nhà HXH 8m Đường số 9 P.16, DT 4x20m, 1 trệt 3 lầu. Giá 8,5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,80.0,5.0,6.0,8.5,106.2,2025
"Nhà 1 trệt 3 lầu cực đẹp, 4PN, đường 11m, gần chợ Vườn Lài, giá chỉ 6.35 tỷ thương lượng",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,53.0,4.0,3.0,6.3,119.8,2025
"Bán nhà hẻm xe hơi 52 Thoại Ngọc Hầu (4mx18m) hẻm nhựa rộng, vị trí đẹp",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,72.0,1.0,1.0,9.3,129.2,2025
"CHỦ BÁN NHANH NHÀ LÊ VĂN LƯƠNG GẦN LOTTE Q7- DỜI VỀ LANDMARK81 CÙNG GĐ VỚI DT 100m GIÁ CHỈ 11,5",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,100.0,4.0,5.0,11.5,115.0,2025
"MT nội bộ 10m Võ Thành Trang, DT: 57.81m2, 8 tỷ thương lượng",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,57.8,2.0,2.0,8.0,138.4,2025
"28m 1T1L ( 1ty650) P Tân Phú, TP Thủ Đức . SÁT BÊN SUỐI TIÊN, Metro.",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,30.0,2.0,1.0,1.6,55.0,2025
"Bán nhà khu vực vip nhất đường 22, sát Vành Đai 2. Nhà 3T, HXH",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,52.0,4.0,4.0,6.5,125.0,2025
"Bán nhà hẻm 4m đường Ngô Gia Tự, P4 Q10, TPHCM. Chính chủ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,69.4,5.0,6.0,14.5,208.9,2025
"SIÊU PHẨM NHÀ GÓC 2 MẶT TIỀN HẺM CHÍNH GIÁ CHỈ 5,4 tỷ HẺM XE HƠI DT 96M2",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,96.0,1.0,1.0,5.4,56.2,2025
"Bán nhà (4.1*22) Hẻm xe tải thông, đường Khuông Việt - Tân Phú, giá 8.5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,90.0,1.0,1.0,8.5,94.4,2025
"Bán nhà 1 trệt lửng 1 lầu đường Cây Keo giá tốt, LH 0397 939 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,52.0,3.0,3.0,5.8,111.5,2025
Mã Lò - Bình Tân - căn góc - 2 mặt tiền hẻm - 2 tầng - 100m2 - ngang lớn 5m - hẻm xe hơi 6m thông,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,100.0,2.0,2.0,4.8,48.0,2025
CHDV HXH - Hiệp Nhất - Tân Bình - 5T - thang máy - cho thuê 80tr/th - gần 89m2 - 16.9 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,88.5,16.0,16.0,16.9,190.9,2025
"Căn góc siêu thoáng - hẻm ô tô tránh - Hoàng Hoa Thám, Bình Thạnh",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,50.0,1.0,1.0,13.0,260.0,2025
Cực hiếm duy nhất 1 lô - có nhà cấp 4 khu dân cư Đào Sư Tích đường nhựa 8m đường thông xe hơi tránh,Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,89.4,1.0,1.0,6.8,76.6,2025
"Bán nhà cấp 4 hẻm xe hơi 1 xẹt Bưng Ông Thoàn, Phú Hữu, Quận 9, 115m2, giá chỉ 6,2 tỷ, cực hiếm",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,115.0,6.0,6.0,6.2,53.9,2025
"Bán nhà hẻm xe tải tránh Thoại Ngọc Hầu 8x19m giá 19,9 tỷ Phú Thạnh, Tân Phú",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,144.0,1.0,1.0,19.9,138.2,2025
